title;artist;topgenre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity;key;mode;instrumentalness;loudness
Rock DJ;Robbie Williams;dance rock;2000;103;77;71;-4;47;86;259;3;3;71;5;Major;0.5078959114801603;-19.76534166748192
Rock Wit U (Awww Baby);Ashanti;dance pop;2003;95;80;71;-3;16;85;209;41;6;71;3;Minor;0.9956698220974246;-35.570561761775416
Savin' Me;Nickelback;alternative metal;2005;164;82;44;-4;41;52;219;0;3;71;0;Minor;0.535807783299243;-14.127096341405135
Second Chance;Shinedown;alternative metal;2008;100;80;46;-5;11;18;222;0;3;71;3;Minor;0.18399153597181483;-57.91460936626378
September Song;JP Cooper;uk pop;2017;96;62;61;-7;9;37;220;5;4;71;3;Minor;0.3279454627234496;-38.577154072661564
Sexy And I Know It;LMFAO;dance pop;2011;130;86;71;-4;19;80;199;10;32;71;9;Minor;0.7376492321473493;-3.4475323745424546
Sexy Love;Ne-Yo;dance pop;2006;94;52;69;-6;6;49;221;30;4;71;3;Major;0.3947767490411276;-1.983758204660326
Show Me (feat. Chris Brown);Kid Ink;pop rap;2014;98;51;71;-7;14;66;218;4;5;71;9;Minor;0.5635296253510337;-11.781726870019718
Slippery (feat. Gucci Mane);Migos;atl hip hop;2017;142;68;92;-6;10;75;304;31;26;71;9;Minor;0.8620367400481169;-1.126440425483466
Some Nights;fun.;baroque pop;2012;108;74;67;-7;9;39;277;2;5;71;8;Major;0.40136484561983765;-49.62839070933907
Superstar;Jamelia;europop;2003;110;65;80;-7;4;82;215;5;4;71;11;Major;0.4803962697685187;-23.880953360030276
Sweat - Remix;Snoop Dogg;g funk;2011;130;73;81;-6;8;73;196;6;3;71;8;Minor;0.2997156112370719;-38.02904612319231
The Edge Of Glory;Lady Gaga;art pop;2011;128;77;58;-6;11;36;321;0;4;71;3;Minor;0.7894451889158959;-41.366951044353605
The Greatest (feat. Kendrick Lamar);Sia;australian dance;2016;192;73;67;-6;6;73;210;1;27;71;8;Major;0.5676257617422775;-11.86208518319517
The Sweet Escape;Gwen Stefani;dance pop;2006;120;77;76;-4;18;73;246;19;3;71;8;Major;0.9030321429240098;-31.710772130111653
The Way You Move (feat. Sleepy Brown);Outkast;atl hip hop;2003;126;60;87;-5;6;64;234;13;5;71;0;Major;0.7356155345791147;-1.1118282512739341
This Is What It Feels Like;Armin van Buuren;dutch trance;2013;130;83;55;-5;6;14;204;4;3;71;9;Major;0.9791491011621073;-4.520862622877878
Touch My Body;Mariah Carey;dance pop;2008;79;67;71;-8;23;84;205;10;5;71;5;Minor;0.8147270857003366;-4.701226432047655
True Love (feat. Lily Allen);P!nk;dance pop;2012;192;82;46;-5;11;58;231;0;31;71;11;Minor;0.6408895685164437;-24.361751157327653
Turn Me On;Kevin Lyttle;soca;2004;106;68;68;-7;4;88;192;4;4;71;9;Major;0.3222460854677396;-56.72632578114608
What Hurts The Most;Rascal Flatts;contemporary country;2006;136;67;54;-5;27;33;214;1;3;71;9;Minor;0.9802305454766865;-1.9451054902710183
When I'm Gone;Eminem;detroit hip hop;2005;75;75;62;-5;27;75;281;6;35;71;10;Minor;0.3080320974331623;-48.61120913638594
When I'm Gone;3 Doors Down;alternative metal;2002;148;77;53;-6;10;37;260;0;3;71;7;Major;0.03549942001066986;-20.460621386958188
Wherever I Go;OneRepublic;piano rock;2016;100;69;55;-6;27;35;170;9;4;71;5;Minor;0.9585129467672026;-12.99688466569301
Who's That Chick? (feat. Rihanna);David Guetta;big room;2010;128;60;68;-5;5;93;201;0;12;71;5;Major;0.22027039657311942;-22.317180753482845
Wide Awake;Katy Perry;pop;2012;160;68;51;-5;39;57;221;7;4;71;10;Minor;0.04288313109951314;-57.63448610632871
Work Bitch;Britney Spears;dance pop;2013;128;82;63;-7;7;85;248;16;16;71;5;Minor;0.1364368992996038;-36.88304542738663
Work It;Missy Elliott;dance pop;2002;102;68;88;-6;7;58;263;8;28;71;1;Minor;0.0995503629741964;-41.47092821732652
Yeah 3x;Chris Brown;r&b;2011;130;88;71;-3;9;70;242;0;4;71;1;Major;0.5165823536885235;-56.91244460391955
You Da One;Rihanna;barbadian pop;2011;127;72;70;-5;13;86;200;50;4;71;2;Major;0.687858579349361;-53.70486843586848
You Know You Like It;DJ Snake;edm;2014;196;73;41;-5;31;25;247;1;19;71;6;Minor;0.7493771546767456;-43.045059693948716
You Make Me Feel... (feat. Sabi);Cobra Starship;neon pop punk;2011;132;86;67;-3;4;75;216;2;5;71;7;Major;0.9059748538312244;-49.397305908111704
Your Love Is My Drug;Kesha;dance pop;2010;120;61;83;-4;9;76;187;1;10;71;10;Minor;0.04998240534684517;-3.942760677300825
2 Phones;Kevin Gates;baton rouge rap;2016;122;68;90;-5;19;55;240;16;36;70;2;Minor;0.004553391558900111;-45.03292188781528
All Eyes on You (feat. Chris Brown & Nicki Minaj);Meek Mill;hip hop;2015;78;66;59;-5;12;25;224;2;20;70;3;Major;0.9234014529183167;-23.96339296545071
Arcade (feat. FLETCHER);Duncan Laurence;dutch pop;2020;72;40;45;-9;13;27;187;82;4;70;0;Minor;0.05858696035664712;-29.495203690744255
Ayo Technology;50 Cent;east coast hip hop;2007;140;78;63;-5;3;42;248;8;13;70;11;Minor;0.19669139699113702;-55.94767466190791
Baby Boy (feat. Sean Paul);Beyoncé;pop;2003;91;49;66;-9;22;79;245;8;22;70;3;Major;0.37891926680096777;-36.45695312203046
Barking;Ramz;afroswing;2017;103;56;53;-8;5;29;205;18;31;70;0;Major;0.7808439041919382;-29.756718436541313
Be Careful;Cardi B;pop;2018;152;57;82;-8;10;54;211;3;41;70;6;Major;0.7798255630284567;-9.722351707653509
Big Green Tractor;Jason Aldean;contemporary country;2009;137;59;62;-5;30;58;204;65;3;70;4;Major;0.7645542239190403;-11.776724089919433
Birthday Sex;Jeremih;chicago rap;2009;60;52;68;-6;15;45;227;30;4;70;1;Minor;0.7457200359706273;-53.43002334578461
Blow;Kesha;dance pop;2010;120;73;75;-4;7;81;220;0;4;70;9;Minor;0.8760110502812601;-26.37693577748665
Carry Out (Featuring Justin Timberlake);Timbaland;dance pop;2009;116;57;53;-7;26;27;232;11;11;70;7;Major;0.84620991142448;-27.090270722644895
Chocolate;The 1975;modern alternative rock;2013;100;94;61;-4;37;61;225;0;6;70;3;Minor;0.6539739245684076;-53.295489373898576
Close;Nick Jonas;dance pop;2016;124;62;65;-5;14;40;234;25;8;70;3;Major;0.8286539315847524;-56.920509153102
Coming Home;Diddy - Dirty Money;pop rap;2010;168;84;39;-2;30;23;239;16;19;70;11;Major;0.6477762686065113;-42.26304613173653
Diamonds;Rihanna;barbadian pop;2012;92;71;56;-5;11;39;225;0;5;70;9;Major;0.004590911597062153;-21.40218091089838
Dick (feat. Doja Cat);StarBoi3;slowed and reverb;2021;126;61;65;-7;6;47;175;13;42;70;8;Major;0.3488295884237811;-49.1161032607499
Dirrty (feat. Redman);Christina Aguilera;dance pop;2002;100;89;64;-3;34;44;299;11;32;70;10;Minor;0.19262965288961842;-56.10267589768019
E.T.;Katy Perry;pop;2012;152;87;62;-5;37;76;230;2;18;70;1;Minor;0.47318421066832705;-24.94205978647352
Fast Car;Jonas Blue;pop;2015;114;57;64;-7;30;53;212;48;5;70;1;Major;0.10093881536185256;-41.11940230896245
Hero;Enrique Iglesias;dance pop;2001;77;64;35;-6;11;16;264;14;5;70;7;Major;0.4039555002321633;-10.47176170757772
Hit 'Em Up Style (Oops!);Blu Cantrell;hip pop;2001;90;77;67;-5;40;67;251;20;6;70;8;Minor;0.3007262834649411;-34.198543731430156
I Just Couldn't Save You Tonight - Story of Kale - Original Motion Picture Soundtrack;Ardhito Pramono;indonesian jazz;2020;85;32;37;-10;11;15;220;85;4;70;0;Minor;0.24759547805881965;-15.267040246929469
I Miss You (feat. Julia Michaels);Clean Bandit;pop;2018;105;62;69;-7;10;37;206;30;4;70;11;Major;0.8774113237516823;-11.065921557668183
I Need A Dollar;Aloe Blacc;pop soul;2010;95;48;84;-7;9;96;243;20;3;70;6;Major;0.807848660291444;-35.68832075380125
If We Ever Meet Again (Featuring Katy Perry);Timbaland;dance pop;2009;126;61;65;-7;6;39;293;0;4;70;5;Minor;0.7949753592445121;-23.507426274523787
In the Shadows;The Rasmus;finnish alternative rock;2003;106;80;60;-4;48;75;258;0;3;70;8;Major;0.7326149069030443;-0.4207134569849629
It's Only Me - Studio Version;Kaleb J;indonesian pop;2020;120;30;60;-13;12;32;203;31;4;70;11;Minor;0.7465453146415814;-26.06800947743686
It's You;Sezairi;singaporean pop;2018;138;46;63;-8;11;17;251;55;3;70;6;Major;0.6599089502666092;-52.50585346877678
Just Like a Pill;P!nk;dance pop;2001;102;77;69;-5;9;25;237;0;3;70;0;Major;0.9308423585166828;-12.728830862969843
Ladbroke Grove;AJ Tracey;grime;2019;134;84;90;-9;10;73;191;9;21;70;8;Major;0.33488770041051874;-2.912681401237805
Landslide;The Chicks;contemporary country;2002;146;44;57;-7;19;44;231;53;3;70;9;Minor;0.6740493178211721;-22.026087740580806
Last Request;Paolo Nutini;british soul;2007;81;70;61;-7;14;40;220;24;5;70;10;Minor;0.7922238798739194;-48.340475382625954
Leave Me Alone;Flipp Dinero;melodic rap;2019;150;74;79;-3;18;74;196;11;9;70;9;Major;0.7204718679063411;-4.871271788200374
Let Me Love You (Until You Learn To Love Yourself);Ne-Yo;dance pop;2012;125;68;66;-7;37;25;252;25;4;70;6;Major;0.616516057075264;-5.245224756502381
Like Toy Soldiers;Eminem;detroit hip hop;2004;79;77;52;-3;10;40;297;2;36;70;1;Major;0.41783063050260205;-47.79283526913079
Little Lion Man;Mumford & Sons;modern folk rock;2009;139;49;52;-8;9;46;245;3;3;70;2;Minor;0.47179835478485044;-11.385299173052339
Lost Without You;Freya Ridings;uk pop;2019;67;14;39;-9;7;10;226;93;5;70;2;Minor;0.0008237338056495958;-36.807093419844094
Lovers And Friends;Lil Jon & The East Side Boyz;atl hip hop;2004;140;50;68;-6;43;53;261;5;22;70;0;Major;0.2292131947613757;-51.25882015377055
Man Down;Rihanna;barbadian pop;2010;156;90;47;-4;5;56;267;4;18;70;0;Major;0.8361741845458375;-39.178035252399994
Maps;Yeah Yeah Yeahs;alternative dance;2003;120;94;50;-5;55;12;220;0;7;70;3;Minor;0.8042329477173832;-30.43096596077937
Mine;Taylor Swift;pop;2010;121;78;62;-3;18;67;231;0;3;70;1;Major;0.9185391644162316;-8.081345647474798
Move Ya Body;Nina Sky;hip pop;2004;121;71;87;-6;6;88;232;2;4;70;11;Minor;0.939531041894605;-40.64137360871294
My Life Would Suck Without You;Kelly Clarkson;dance pop;2009;145;88;53;-4;14;42;211;0;5;70;11;Minor;0.9437684973201429;-26.48637628750351
Nasty Girl (feat. Diddy & Nelly & Jagged Edge & Avery Storm) - 2005 Remaster;The Notorious B.I.G.;east coast hip hop;2005;106;63;83;-7;28;65;286;9;14;70;6;Major;0.04263887719146908;-25.761081655677103
Oblivion;Grimes;art pop;2012;156;53;70;-9;9;49;251;12;3;70;0;Major;0.7511017791917934;-47.84153307960305
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit;Asaf Avidan;israeli pop;2012;119;67;83;-6;17;53;215;22;6;70;6;Major;0.9778166264193106;-42.37794231214005
Out Of Reach;GABRIELLE;british soul;2001;183;48;51;-7;11;50;197;50;5;70;1;Major;0.6632600567601823;-30.614394735124932
Picture (feat. Sheryl Crow);Kid Rock;nu metal;2001;98;50;69;-7;11;38;299;17;2;70;5;Minor;0.8510920880602172;-11.468489135270822
Please Don't Go;Joel Adams;australian pop;2015;84;77;51;-5;29;24;211;1;6;70;1;Minor;0.8680698361056075;-57.23454230103787
Rich Girl;Gwen Stefani;dance pop;2004;98;75;86;-3;21;72;236;3;4;70;3;Minor;0.5845312202712746;-40.53107893677769
Right Thurr;Chingy;crunk;2003;92;75;87;-4;6;89;251;15;25;70;10;Minor;0.3138348639092432;-28.164627246683224
Rock This Party - Everybody Dance Now;Bob Sinclar;disco house;2006;128;82;89;-4;5;90;245;7;12;70;1;Major;0.9970417127844265;-49.00215634333862
Rumors (feat. Cardi B);Lizzo;escape room;2021;119;73;83;-6;42;61;173;13;9;70;10;Major;0.48335765552464394;-38.838757939343836
See You Again;Miley Cyrus;pop;2007;139;91;69;-5;11;80;190;2;18;70;1;Minor;0.28010429116853064;-39.47454374128509
Shake It Out;Florence + The Machine;baroque pop;2011;107;80;52;-4;11;23;278;1;4;70;8;Minor;0.1236510468894162;-57.07452905585867
Single Ladies (Put a Ring on It);Beyoncé;pop;2008;193;58;43;-5;19;27;193;4;30;70;0;Minor;0.9104326862077666;-11.534595170336274
Solo Dance;Martin Jensen;danish electronic;2016;115;85;75;-2;20;40;175;5;5;70;9;Major;0.606961499941253;-29.834584566536723
Stay;Rihanna;barbadian pop;2012;112;31;62;-10;12;13;241;95;3;70;6;Minor;0.9527621175131168;-36.26906963895311
Steady, As She Goes;The Raconteurs;alternative rock;2006;124;58;53;-5;11;54;215;1;12;70;5;Major;0.6706828699963486;-1.0931209725514535
Strip That Down (feat. Quavo);Liam Payne;pop;2019;106;50;87;-5;8;55;202;20;5;70;9;Minor;0.5186484971460994;-10.791011395696593
Sunset Lover;Petit Biscuit;new french touch;2015;91;47;78;-9;11;24;238;73;5;70;10;Major;0.8916854727786391;-7.872375555568901
Take It Off;Kesha;dance pop;2010;125;68;73;-5;9;74;215;0;3;70;4;Minor;0.8007667161010551;-37.938967244950064
Toosie Slide;Drake;canadian hip hop;2020;82;49;83;-9;11;85;247;29;21;70;10;Major;0.4952122585121703;-9.652643572586058
You Don't Own Me (feat. G-Eazy);SAYGRACE;r&b;2016;186;64;33;-6;6;26;201;16;9;70;3;Minor;0.5201508331148061;-54.69799720855985
You Rock My World;Michael Jackson;r&b;2001;95;67;85;-3;26;96;338;4;19;70;8;Minor;0.32739110521865;-15.723173235831396
Youngblood;5 Seconds of Summer;boy band;2018;120;85;60;-5;12;15;203;2;46;70;2;Major;0.2091972059639191;-35.15565329711854
Yummy;Justin Bieber;canadian pop;2020;146;51;68;-7;12;50;209;35;10;70;8;Minor;0.23137799423584593;-18.828690979590192
Absolutely (Story of a Girl) - Radio Mix;Nine Days;pop rock;2000;96;94;48;-5;9;66;189;0;7;69;0;Major;0.2736859387658025;-54.6297944563239
Ain't No Rest For The Wicked - Original Version;Cage The Elephant;modern alternative rock;2008;156;91;64;-6;60;92;175;6;11;69;7;Major;0.5462122644288606;-32.558338111367206
All Time Low;Jon Bellion;indie pop rap;2016;90;57;62;-4;9;51;218;6;8;69;2;Major;0.4338143763745038;-19.508400726918907
As Long As You Love Me;Justin Bieber;canadian pop;2012;140;87;57;-3;36;61;229;8;10;69;1;Major;0.6082430609901143;-48.129693580666526
Battle Scars (with Guy Sebastian);Lupe Fiasco;chicago rap;2012;168;81;52;-5;11;49;250;19;29;69;3;Major;0.3333183172185722;-40.20646864099668
Be Without You - Kendu Mix;Mary J. Blige;dance pop;2005;147;70;73;-6;26;67;246;7;10;69;2;Major;0.47035690817851705;-19.455454785180535
Because I Got High;Afroman;comedy rap;2001;166;34;80;-9;8;85;198;17;49;69;5;Minor;0.12707235101520298;-7.166459782948465
Black Widow;Iggy Azalea;australian hip hop;2014;164;72;74;-4;11;52;209;19;12;69;9;Minor;0.7608070872874578;-24.122391290198145
Blow Me (One Last Kiss);P!nk;dance pop;2012;114;92;60;-3;28;73;256;0;4;69;9;Major;0.7307680303268986;-45.79524873016367
Boo'd Up;Ella Mai;r&b;2017;82;78;56;-5;8;24;256;9;5;69;9;Major;0.4139891367866809;-44.8037608251715
Bye Bye Bye;*NSYNC;boy band;2000;173;93;61;-5;8;88;201;4;5;69;11;Minor;0.49943838134764573;-22.829847054494614
Cheap Thrills (feat. Sean Paul);Sia;australian dance;2016;90;80;59;-5;8;73;225;6;22;69;0;Minor;0.04941190522313643;-26.10128833998587
Closer;Ne-Yo;dance pop;2008;126;75;71;-6;15;58;234;2;7;69;0;Major;0.41803066764537133;-19.947019257781918
Cry for You;September;swedish electropop;2007;130;88;77;-4;6;96;210;0;3;69;8;Minor;0.9933621666838395;-27.441556567397306
Dead And Gone;T.I.;atl hip hop;2008;135;75;71;-5;60;47;300;4;26;69;5;Minor;0.9487214609272487;-10.613148318684011
Differences;Ginuwine;contemporary r&b;2001;63;59;56;-5;31;42;266;32;6;69;6;Major;0.344455790004371;-56.49707092630175
Dragostea din tei;O-Zone;eurodance;2004;130;97;80;-4;6;68;215;18;4;69;11;Major;0.7620970567826986;-46.37887274145215
Drift Away;Uncle Kracker;country;2002;152;66;58;-5;10;86;256;18;4;69;2;Major;0.2605486449612219;-53.55278477306728
Fallin';Alicia Keys;neo soul;2001;96;61;65;-8;23;48;210;26;4;69;8;Minor;0.08704281473883191;-4.241108517463481
Fighter;Christina Aguilera;dance pop;2002;189;92;44;-1;55;45;246;24;20;69;7;Major;0.5838415427215902;-32.337027967219896
For the First Time;The Script;celtic rock;2010;174;63;39;-5;10;38;252;3;3;69;8;Minor;0.4441281431587333;-42.78094587851591
Frontin' (feat. Jay-Z) - Club Mix;Pharrell Williams;dance pop;2003;102;40;89;-6;8;76;237;45;13;69;10;Major;0.851013415812785;-8.535704759670764
Gecko (Overdrive) - Radio Edit;Oliver Heldens;edm;2014;125;89;61;-5;34;76;165;1;6;69;10;Minor;0.30996035548576917;-39.11095409470429
Ghetto Gospel;2Pac;g funk;2004;81;61;79;-5;8;66;238;10;5;69;5;Major;0.42905166416829;-8.301097311428862
Gimme That;Chris Brown;r&b;2005;87;57;68;-7;12;44;187;0;5;69;3;Minor;0.631486561232851;-9.060729312585835
Goodies (feat. Petey Pablo);Ciara;dance pop;2004;102;65;83;-6;30;87;223;3;5;69;4;Major;0.9189286715999841;-32.31137397701494
High Hopes;Kodaline;irish pop;2013;77;49;49;-6;19;22;230;58;3;69;5;Minor;0.6623087566614109;-7.030910373825982
Homemade Dynamite (Feat. Khalid & Post Malone & SZA) - REMIX;Lorde;art pop;2017;107;55;78;-5;13;18;214;23;8;69;9;Major;0.7598512698009084;-41.063904851272326
I Cry;Flo Rida;dance pop;2012;126;82;69;-5;32;76;224;1;4;69;0;Minor;0.3295088686826916;-8.655940337660368
I Don't Like It. I Love It (feat. Robin Thicke & Verdine White);Flo Rida;dance pop;2015;118;77;85;-5;8;78;224;2;14;69;8;Major;0.7423803173212878;-48.74816379908499
I Got U;Duke Dumont;edm;2014;121;76;64;-8;9;46;286;0;4;69;0;Minor;0.04426538816129977;-16.091952118430164
I'm A Believer;Smash Mouth;pop rock;2001;82;98;55;-4;44;87;185;2;6;69;8;Major;0.15006544177239012;-18.405115921492452
I'm Upset;Drake;canadian hip hop;2018;150;59;90;-8;8;49;214;28;34;69;1;Major;0.7479423015419164;-22.412829573460428
Impossible;Shontelle;barbadian pop;2010;90;62;60;-4;13;53;227;39;3;69;6;Major;0.4956410264829897;-27.610024105398196
Into You (feat. Tamia);Fabolous;gangster rap;2003;182;54;55;-8;12;58;296;23;5;69;10;Major;0.8363272572885111;-7.396604056852205
It's A Vibe;2 Chainz;atl hip hop;2017;73;50;82;-7;11;53;210;3;15;69;0;Major;0.5046333784727899;-57.00296796776181
Leave (Get Out);JoJo;dance pop;2004;87;56;70;-7;8;46;243;16;20;69;9;Minor;0.07518753966141434;-22.225139922019252
Light On;Maggie Rogers;indie pop;2019;102;57;66;-6;13;40;234;20;5;69;0;Major;0.03894996767773207;-21.36977769540875
Lighters;Bad Meets Evil;detroit hip hop;2011;90;70;68;-8;12;14;304;35;25;69;0;Minor;0.7301069056009241;-36.73304142242941
Locked Up;Akon;dance pop;2005;90;57;83;-4;11;37;235;3;8;69;5;Minor;0.07312253004220048;-36.68468836893345
Lose Control (feat. Ciara & Fat Man Scoop);Missy Elliott;dance pop;2005;125;81;90;-7;5;81;227;3;12;69;0;Major;0.32609896152709594;-43.05937303108739
Love Don't Cost a Thing;Jennifer Lopez;dance pop;2001;98;84;79;-5;47;69;221;0;7;69;8;Major;0.7825840071707003;-23.19028073202189
Love Is A Losing Game;Amy Winehouse;british soul;2006;165;29;48;-17;15;56;155;34;3;69;10;Minor;0.5737801686427315;-27.18387777458507
Lucky;Britney Spears;dance pop;2000;95;79;77;-6;7;97;206;26;3;69;5;Major;0.9141729548870565;-15.304217618414164
LUV;Tory Lanez;canadian hip hop;2016;190;53;54;-8;12;25;229;1;25;69;0;Major;0.9773566924709269;-50.56946900913946
m.A.A.d city;Kendrick Lamar;conscious hip hop;2012;91;73;49;-7;44;22;350;5;27;69;4;Major;0.21642025526255437;-17.12560734799557
Mad Love;Mabel;pop;2019;198;80;62;-3;12;61;170;66;20;69;10;Major;0.29641561896688917;-12.030343209637728
Milkshake;Kelis;dance pop;2003;113;77;88;-6;21;76;183;1;4;69;0;Minor;0.0870474874388798;-9.424902865552603
Move Your Feet;Junior Senior;danish pop;2002;119;90;75;-3;20;85;182;5;8;69;11;Minor;0.06519691737688704;-37.49981559511966
My Chick Bad;Ludacris;atl hip hop;2010;85;72;62;-7;48;76;217;17;38;69;3;Major;0.8254028461344936;-15.12609525895482
Never Say Never;The Fray;neo mellow;2009;160;49;23;-6;18;26;257;57;3;69;3;Major;0.6110427983867042;-57.89893483763545
New Shoes;Paolo Nutini;british soul;2007;150;74;75;-9;9;85;204;47;9;69;10;Major;0.63250780563137;-6.734261411344562
No Money;Galantis;dance pop;2016;126;92;67;-4;24;80;189;3;4;69;8;Major;0.2089599563153164;-36.53416890810435
Post Malone (feat. RANI);Sam Feldt;edm;2019;107;64;59;-4;11;65;174;8;12;69;10;Minor;0.9317701087304797;-4.388347485179693
Prayer in C - Robin Schulz Radio Edit;Lilly Wood and The Prick;french indie pop;2014;123;89;76;-5;62;78;189;2;3;69;9;Major;0.5363561591997548;-30.851533429853127
Purple Pills;D12;detroit hip hop;2001;125;63;78;-6;29;75;305;2;16;69;1;Minor;0.058052871142015405;-53.65863508032999
Put On;Jeezy;atl hip hop;2008;138;77;65;-6;9;27;321;0;4;69;5;Major;0.029582906879169202;-15.966899372583548
Rock The Boat;Aaliyah;contemporary r&b;2001;93;73;64;-5;20;42;275;7;3;69;6;Major;0.23529675127944283;-21.646332637100762
Rolex;Ayo & Teo;trap;2017;145;89;80;-3;27;79;239;8;4;69;0;Minor;0.34415931670122024;-52.3661517636547
Rumour Has It;Adele;british soul;2011;120;75;61;-5;17;57;223;62;4;69;2;Major;0.6354164178687315;-24.05771327336621
Shake It;Metro Station;electropowerpop;2007;150;96;62;-4;49;79;180;0;8;69;10;Minor;0.9430657759133877;-36.175428532279774
Shape of You;Ed Sheeran;pop;2017;96;65;83;-3;9;93;234;58;8;69;5;Minor;0.5479516595504844;-59.72660997733427
Sing;Travis;britpop;2001;163;91;33;-5;7;26;229;0;5;69;7;Minor;0.7396016789649189;-36.350501400600905
Snap Yo Fingers;Lil Jon;atl hip hop;2006;82;76;84;-5;29;63;274;1;23;69;3;Major;0.6965443422660339;-38.01856838464899
Stereo Love - Edit;Edward Maya;romanian house;2009;127;79;80;-4;10;55;184;4;3;69;10;Minor;0.5614539499764859;-33.57358069647006
Summer Love;Justin Timberlake;dance pop;2006;96;59;61;-7;33;48;253;8;9;69;3;Minor;0.883545254352369;-11.732757668856259
Talking Body;Tove Lo;metropopolis;2014;120;76;74;-5;8;11;238;10;3;69;8;Major;0.7740236864961695;-12.730750985795154
The London (feat. J. Cole & Travis Scott);Young Thug;atl hip hop;2019;98;59;80;-7;13;18;200;2;15;69;5;Major;0.2776302705542867;-56.321901333021934
